Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted Performance Index,Predicted Performance Index (rounded)
5,69,Yes,8,5,55.89164377266494,56
8,90,Yes,4,1,83.11678706482621,83
7,90,Yes,6,8,82.61246908925793,83
2,69,Yes,5,2,45.25734667833479,45
5,50,No,7,3,35.07363860224195,35
5,53,No,7,9,39.31404381418364,39
2,55,No,9,1,32.1582719827255,32
8,89,Yes,4,6,83.08738303003719,83
3,43,Yes,6,5,22.729001863856297,23
9,93,No,8,9,91.96441046351086,92
8,53,Yes,8,0,47.19715008278276,47
2,44,No,5,0,18.817432817131042,19
5,70,No,5,6,55.054797958577986,55
2,94,No,9,5,72.65200212079986,73
1,49,No,6,8,23.114725572302163,23
1,66,Yes,5,9,40.72652446401184,41
3,55,No,9,0,34.82137076086368,35
5,69,No,9,9,56.574826790545664,57
9,60,No,8,8,58.17197941750221,58
3,84,No,9,0,64.34399256014163,64
5,98,Yes,6,5,84.44182565725146,84
5,93,No,7,5,79.24400754310781,79
8,93,No,4,6,86.56553793073752,87
8,69,No,7,0,62.40534232239033,62
8,65,No,8,7,60.20354088350992,60
2,68,No,6,4,44.52706129223494,45
7,64,Yes,8,6,56.72090456610848,57
9,65,No,7,8,62.77586666692854,63
2,76,No,6,1,52.07806237913099,52
2,73,No,7,8,50.89428238160502,51
9,42,No,5,9,38.58665708239872,39
4,97,Yes,9,3,81.62619486585677,82
3,93,Yes,9,1,74.29783987836171,74
5,44,Yes,7,5,29.954887781458943,30
2,88,Yes,8,5,66.651584380045,67
9,47,Yes,4,2,42.400410827350846,42
3,80,No,8,8,61.36747468788287,61
2,52,Yes,8,2,29.409642047346935,29
9,95,No,5,6,91.94862303024334,92
4,58,No,6,0,39.277597472341036,39
3,67,Yes,5,1,45.884402573764156,46
1,71,Yes,6,0,44.52334029631192,45
2,93,No,8,4,70.95003724078666,71
4,42,Yes,7,2,24.464852195359626,24
9,71,Yes,8,9,70.16186961843113,70
8,47,No,6,2,39.918097617873705,40
4,53,No,6,8,35.769278116073586,36
9,95,No,6,0,91.24850209971058,91
3,68,No,9,0,48.05564949847105,48
7,81,No,6,8,72.8563452523509,73
5,97,No,6,4,82.63214986986665,83
6,57,Yes,8,6,46.73393221717634,47
2,42,No,8,8,19.82183765696397,20
2,77,No,5,7,53.79620475101816,54
4,48,No,6,8,30.67917090930154,31
6,79,Yes,4,2,66.39463017233825,66
5,82,Yes,4,7,67.5764896435156,68
4,47,Yes,7,0,29.159512439505534,29
6,88,Yes,7,6,77.8063769418174,78
7,68,No,6,9,59.819789996056635,60
2,40,No,5,1,14.943070533026464,15
5,60,No,8,4,45.93779645444486,46
2,48,Yes,6,7,25.353733773803242,25
7,95,No,7,2,86.40852450077992,86
9,81,No,6,8,78.57798977125341,79
5,61,Yes,6,1,45.98413840188592,46
7,48,Yes,6,3,38.86695114580724,39
9,47,Yes,4,0,42.004963864724694,42
9,81,Yes,7,9,79.85586407462952,80
2,75,Yes,8,2,52.824135198498404,53
8,83,Yes,4,0,75.79291349403226,76
3,76,Yes,7,4,56.61220590458452,57
1,69,No,8,5,43.854423870142604,44
6,64,No,6,3,51.700541083309254,52
2,80,No,9,2,57.80653149789887,58
7,48,No,8,9,40.43180108365981,40
1,41,No,7,3,14.468156592247205,14
6,43,No,5,5,30.231317820147048,30
6,53,Yes,4,4,40.32151965974969,40
8,52,No,4,1,43.838041428641255,44
8,63,No,9,0,57.269653588955286,57
6,71,No,9,8,61.27396845139267,61
1,96,No,8,0,70.35238538014633,70
8,92,No,5,5,85.83601296541573,86
5,70,No,5,3,54.46162751463876,54
3,51,No,5,7,30.18846953525472,30
2,64,Yes,6,9,42.03752379809999,42
6,86,Yes,4,2,73.52078026181911,74
4,90,Yes,8,3,74.01382481903019,74
1,47,Yes,9,3,22.142656019782414,22
8,82,Yes,9,6,78.39233272728487,78
2,45,Yes,6,3,21.508775524487703,22
7,82,Yes,9,7,75.72923394914667,76
4,92,No,4,8,74.49967441420421,74
9,77,No,7,0,73.41033611267687,73
6,76,No,6,4,64.11452186087527,64
3,41,Yes,6,1,19.902065055895164,20
3,74,No,9,5,55.1523955531629,55
7,85,Yes,7,5,77.41541139589233,77
7,92,Yes,8,0,84.03916403615355,84
3,87,No,9,5,68.38667429077026,68
9,46,Yes,4,4,41.77783634862259,42
8,61,No,4,6,53.98885180739635,54
4,71,Yes,8,9,55.85775832117482,56
3,98,Yes,8,3,79.29717409041422,79
5,66,No,5,3,50.38954174922112,50
6,99,Yes,8,5,89.29310927274855,89
3,83,No,5,5,62.36970869596974,62
5,90,Yes,5,9,76.60232809432276,77
2,81,Yes,5,9,58.857668343779274,59
2,48,No,9,9,26.613909743749225,27
9,73,No,7,0,69.33825034725922,69
1,48,Yes,6,9,22.888358476978134,23
2,54,No,5,7,30.381711599866684,30
5,47,No,8,4,32.7035177168375,33
6,97,No,7,0,85.18829816141132,85
8,58,No,9,6,53.365887270061684,53
1,81,No,5,2,54.01885085041916,54
8,47,No,7,7,41.3929349817848,41
8,57,Yes,6,0,50.29679593350898,50
9,74,No,9,9,73.10822303512276,73
7,67,No,9,9,60.260428426739345,60
5,85,Yes,6,1,70.4166529943918,70
4,86,No,6,9,69.56170916208225,70
8,93,No,5,8,87.4472048507094,87
1,90,No,7,5,64.74665418123953,65
1,64,No,8,5,38.76431666337053,39
5,96,Yes,5,7,82.31500977982307,82
5,42,Yes,6,3,27.037177978778253,27
9,89,Yes,5,3,85.84125480289492,86
4,99,No,4,9,81.82354798499819,82
3,74,Yes,9,6,55.94404989919328,56
4,58,Yes,4,5,39.887705828932305,40
7,90,Yes,7,5,82.50551860266441,83
8,82,No,8,3,76.71901146128263,77
1,85,No,9,6,60.82671037047198,61
7,47,No,5,3,36.7687788823898,37
9,46,Yes,8,3,43.52499269669237,44
7,40,Yes,6,4,30.920503096285024,31
9,64,No,9,7,62.532561658952496,63
1,72,Yes,4,1,44.766645304287984,45
1,44,No,9,1,18.099213868375706,18
4,44,No,5,6,25.725418223912015,26
9,56,Yes,7,4,53.416710634203845,53
7,92,No,9,9,85.71096446059963,86
7,97,No,8,4,89.32623430346061,89
5,47,No,8,1,32.110347272898274,32
6,73,Yes,7,9,63.12922576544046,63
5,79,No,8,0,64.4893099149264,64
9,40,Yes,5,0,35.36503373258952,35
3,68,No,6,7,47.98105399562544,48
3,75,No,4,2,53.146146763849494,53
7,76,Yes,6,8,68.36016891029615,68
6,68,No,4,5,55.19563389666164,55
3,44,No,6,3,22.757645477867243,23
5,71,Yes,4,6,56.18053030730399,56
2,91,Yes,7,1,68.4285348215102,68
6,63,No,9,8,53.129796920557375,53
8,58,No,8,1,51.89104990615059,52
1,51,No,8,7,25.925484888389335,26
7,73,Yes,6,8,65.30610458623292,65
2,46,No,4,0,20.367255742494144,20
3,42,Yes,5,6,21.422483946469242,21
8,77,No,7,6,71.73585474110408,72
9,89,No,6,3,85.73354389552333,86
4,89,Yes,6,2,71.82563998167126,72
7,93,Yes,5,4,84.38941953072313,84
9,44,No,4,0,38.35696867594415,38
7,69,No,7,1,59.74224354425214,60
4,65,No,4,7,46.81537201632202,47
3,93,Yes,6,5,73.63007393157687,74
2,86,No,6,2,62.45600027398819,62
6,60,Yes,7,6,49.30177658389386,49
9,43,No,4,6,38.52528812246819,39
8,40,No,8,3,33.96211092439733,34
4,56,No,6,6,38.42789547751067,38
6,90,Yes,5,2,78.07908598458249,78
9,98,No,8,5,96.26362374503066,96
5,73,No,8,6,59.56752215467835,60
9,84,Yes,6,2,81.03964407215551,81
6,45,No,4,2,31.187970301570935,31
7,46,No,7,4,36.920920837039894,37
2,52,Yes,4,1,27.267038736651003,27
2,90,Yes,7,0,67.21278989884271,67
6,56,Yes,7,1,44.24107341191084,44
6,76,Yes,9,6,66.56255956025589,67
2,95,No,6,8,72.80453413405638,73
1,93,Yes,5,3,67.02676249270249,67
4,63,Yes,8,5,46.92269286508722,47
9,92,No,7,0,88.68065773299304,89
4,84,Yes,6,4,67.13097973752537,67
1,62,Yes,5,0,34.8749273667765,35
8,42,No,8,8,36.98677121367154,37
3,54,Yes,6,6,34.124961200067894,34
6,88,Yes,6,4,76.92471002184553,77
7,97,Yes,5,9,89.45012270270615,89
7,45,No,4,6,34.839686486274495,35
8,62,No,5,1,54.504475799531086,55
9,83,Yes,6,8,81.20796351867955,81
3,84,No,8,3,64.45094304673515,64
4,93,Yes,6,9,77.28179011628043,77
9,84,No,8,5,82.01132356606885,82
7,42,Yes,6,8,33.74743990424616,34
1,42,Yes,5,8,16.09628639019288,16
9,99,Yes,8,1,97.08468212585007,97
1,54,Yes,5,1,26.92847931725428,27
7,47,No,7,6,38.33438924102045,38
8,92,No,5,0,84.84739555885037,85
9,92,No,8,6,90.35321857821722,90
6,57,No,4,0,43.008780635197716,43
7,69,Yes,8,8,62.20645873550669,62
6,42,No,7,8,30.778906737423306,31
9,45,Yes,4,9,41.748432313833554,42
7,77,Yes,7,4,69.07351638374396,69
1,82,Yes,4,4,55.540030161771334,56
1,57,Yes,6,6,31.45738100522862,31
5,95,No,6,4,80.59610698715784,81
3,66,Yes,6,9,46.93438894026007,47
2,79,Yes,4,5,55.54451157847243,56
5,68,Yes,6,2,53.308011972679886,53
2,94,No,4,5,70.2209023340713,70
6,85,Yes,4,0,72.10731185783857,72
5,66,Yes,5,4,51.1811960952515,51
6,72,Yes,5,1,59.55697655888999,60
4,72,No,6,4,54.3207915765551,54
5,83,No,6,5,68.57757317221797,69
7,40,Yes,7,9,32.39534046019612,32
5,89,Yes,7,1,74.97495871715518,75
8,73,No,9,7,68.83393237169093,69
9,64,Yes,6,3,60.87693872638035,61
3,54,Yes,6,6,34.124961200067894,34
1,82,Yes,9,6,58.36657691112605,58
8,89,No,8,7,84.6360554760158,85
1,94,Yes,6,4,68.7287273727157,69
9,98,Yes,9,3,96.94832760446752,97
6,89,No,7,7,78.42819099976757,78
9,91,Yes,5,3,87.87729768560374,88
5,49,Yes,4,5,33.58633511619386,34
6,60,Yes,9,3,49.68104605464607,50
9,54,No,8,1,50.67978640018419,51
9,95,Yes,5,0,91.35621300708218,91
6,44,No,9,0,32.20560168431893,32
6,64,Yes,4,3,51.32203203333514,51
6,95,Yes,8,4,85.02330002601784,85
2,61,Yes,9,0,38.6626080142562,39
7,64,Yes,7,0,55.04834372088431,55
1,48,No,4,0,19.54247636575171,20
9,66,Yes,5,3,62.426761651743455,62
3,58,No,5,8,37.51234310604868,38
3,77,No,8,6,57.91796340119348,58
4,54,Yes,6,8,37.381230422145315,37
2,84,Yes,4,8,61.22778922918372,61
7,44,No,6,7,34.991828440924586,35
2,63,Yes,5,0,38.75377106758217,39
2,94,Yes,8,0,71.77109562160607,72
5,98,No,6,1,83.05700086728186,83
8,67,Yes,4,3,60.0977408763009,60
8,51,Yes,4,6,44.40256825856954,44
6,77,Yes,8,9,67.6875314882038,68
1,83,Yes,9,0,58.198257464602,58
7,99,No,8,7,91.95544763010867,92
3,84,No,9,3,64.93716300408087,65
2,75,No,9,9,54.10048866031834,54
1,45,No,9,6,20.10585271629551,20
8,77,No,8,5,72.02435121713671,72
2,98,No,8,7,76.63331489149795,77
1,46,No,4,7,18.890497852234418,19
4,95,No,5,6,77.64451173298701,78
4,62,No,7,4,44.626797120356706,45
8,91,Yes,4,6,85.123425912746,85
9,54,No,9,3,51.56145332015607,52
7,57,No,5,2,46.75126981462085,47
5,59,Yes,6,8,45.33215988836863,45
1,85,No,9,6,60.82671037047198,61
8,88,No,7,2,82.14319667075031,82
4,71,No,5,5,53.01427365916806,53
2,93,No,7,4,70.46381728344096,70
2,60,Yes,8,7,38.542430984747604,39
1,96,No,9,5,71.82722274405742,72
3,88,No,9,0,68.41607832555928,68
9,69,Yes,4,4,65.19232949977405,65
9,93,Yes,8,3,91.37200044034972,91
5,98,No,8,5,84.82033470722558,85
6,64,No,9,9,54.34554184322486,54
7,77,No,8,3,68.7680819950593,69
8,91,No,9,5,86.76287135344418,87
9,96,No,7,0,92.7527434984107,93
9,96,No,7,8,94.33453134891533,94
6,54,Yes,8,1,42.69125048654772,43
7,91,No,9,3,83.50660213136678,84
2,83,Yes,6,2,59.99586681464228,60
9,74,Yes,8,2,71.83186957330281,72
4,91,No,4,9,73.67937645416288,74
4,40,Yes,6,7,22.93120676187047,23
5,73,No,6,0,57.40874135210847,57
3,52,Yes,5,7,31.800421841326433,32
8,97,Yes,5,2,90.92688059296589,91
5,48,No,8,8,34.512433083444215,35
2,89,Yes,9,4,67.95810229743205,68
1,49,No,7,3,22.6123281230825,23
4,95,Yes,6,4,78.32921559242388,78
2,87,No,6,9,64.85808608453414,65
1,48,No,8,2,21.88280315776072,22
7,92,Yes,4,0,82.09428420677071,82
1,42,No,4,7,14.818412086816778,15
2,69,No,8,8,47.30841657353309,47
1,83,No,7,4,57.422780610445564,57
1,49,Yes,9,9,25.365039790369686,25
4,57,No,4,3,37.88030656023442,38
9,85,Yes,4,0,80.68977863619233,81
9,57,Yes,7,2,54.0392851129321,54
2,73,Yes,5,6,50.12032636900475,50
2,62,No,5,1,37.33954224282352,37
2,92,No,8,5,70.12973928074533,70
5,40,No,6,5,24.80265119397827,25
8,77,No,8,9,72.81524514238902,73
5,78,Yes,4,1,62.318062990219495,62
5,46,Yes,7,8,32.584101108107,33
2,57,No,6,1,32.73565499339718,33
9,43,No,4,7,38.723011603781266,39
4,91,No,6,7,74.25636940622815,74
6,48,Yes,6,6,36.5992993302952,37
7,47,Yes,9,6,39.900760020429196,40
8,57,No,6,1,49.90058855010475,50
8,81,No,4,5,74.1515571531715,74
6,85,Yes,7,0,73.56597172987571,74
3,65,No,5,8,44.638493195529556,45
9,79,No,9,2,76.81426587270329,77
2,61,No,5,6,37.310138208034495,37
3,83,Yes,4,8,63.070590047280554,63
5,86,Yes,7,6,72.90951179965731,73
2,60,No,4,3,35.212726365395135,35
8,87,Yes,9,1,82.49382252749155,82
5,65,Yes,6,5,50.84711809255588,51
1,75,Yes,8,2,49.963312939047135,50
3,54,No,7,6,34.017250292696296,34
8,99,Yes,6,3,93.64686691433349,94
6,70,Yes,7,3,58.88882055349874,59
1,86,Yes,7,3,60.87305231791303,61
4,73,No,4,8,55.15726702847039,55
1,41,No,4,3,13.009496720210059,13
3,81,No,6,3,60.42443880798047,60
5,69,No,8,1,54.50681898269534,55
5,47,No,4,7,31.351808331393876,31
4,91,Yes,4,3,73.08696643100174,73
3,46,No,7,4,25.47763179923485,25
5,51,No,7,7,36.88255396884866,37
4,97,No,6,3,79.5736041291023,80
8,58,Yes,7,4,52.59193125746142,53
8,67,Yes,9,5,62.924287625655616,63
5,53,No,9,2,38.90241935968354,39
4,53,Yes,9,8,37.82186885282804,38
3,45,Yes,7,4,25.05354122259775,25
2,53,No,4,4,28.284299757227338,28
9,52,Yes,5,4,48.37218495409477,48
1,66,Yes,6,3,40.02640353347909,40
1,74,Yes,8,0,48.54984453506659,49
2,41,No,9,5,18.696865729016046,19
3,87,No,6,3,66.53256745610696,67
9,40,No,4,0,34.2848829105265,34
6,77,No,7,0,64.82786933432311,65
4,90,No,5,9,73.14757497015418,73
8,84,No,9,5,79.63672126396332,80
9,63,No,9,7,61.514540217598075,62
7,49,No,6,0,38.69787127850511,39
3,74,Yes,8,7,55.65555342316063,56
6,46,No,5,3,32.88993518158413,33
2,74,No,6,2,50.239742977735254,50
7,56,Yes,7,8,48.48596004055363,48
5,54,No,9,4,40.3158877636641,40
8,51,No,7,8,45.662744228515514,46
3,62,Yes,6,6,42.26913273090319,42
7,65,Yes,4,8,56.1894931407062,56
9,44,Yes,5,6,40.62346038588563,41
7,70,No,4,8,60.685669482760936,61
7,93,No,6,8,85.07260254860384,85
5,45,Yes,7,4,30.775185741500273,31
6,84,Yes,9,2,73.91583716583887,74
4,47,Yes,9,9,31.91146368601465,32
7,87,Yes,4,7,78.38824136919018,78
9,96,Yes,7,4,94.13756828838032,94
5,54,No,5,3,38.17328445296817,38
9,43,Yes,8,6,41.06409881656837,41
9,76,Yes,4,0,71.52758566400263,72
3,49,No,6,0,27.254582240700074,27
9,45,Yes,7,4,42.21847477930532,42
3,43,Yes,8,4,23.50371829723465,24
9,93,Yes,5,2,89.71561708699952,90
6,95,No,5,6,83.36615625188955,83
2,79,Yes,7,9,57.79406537576188,58
8,65,No,8,3,59.41264695825762,59
1,81,No,6,6,55.29596473301718,55
8,52,No,5,0,44.1265379046739,44
1,61,Yes,7,9,36.6088571719312,37
2,88,No,5,1,63.80809971803823,64
6,44,Yes,5,1,31.052376200966457,31
9,77,Yes,7,5,74.99288438395956,75
2,50,No,4,1,24.637064989224875,25
4,77,Yes,8,6,61.37271652536206,61
8,83,Yes,4,2,76.18836045665842,76
7,64,Yes,8,0,55.53456367823002,56
8,91,No,8,4,86.0789279147854,86
6,54,Yes,6,6,42.707427978421684,43
3,56,No,9,7,37.223456571409635,37
1,42,No,9,2,16.26089446697997,16
7,91,Yes,4,9,82.85577409723396,83
2,77,Yes,5,0,53.00607124654393,53
8,40,No,7,0,32.88272052311239,33
6,46,Yes,4,1,32.60219912632957,33
7,65,Yes,6,3,56.17331564883225,56
6,78,Yes,6,3,66.54677212698832,67
3,94,No,9,0,74.52420697368575,75
9,66,No,4,2,61.14888734836736,61
5,87,Yes,7,0,72.74119235313327,73
4,49,Yes,6,1,30.90705884618172,31
6,58,Yes,9,9,48.8313440598157,49
2,55,No,8,1,31.672052025379777,32
6,67,No,5,5,54.66383241265293,55
2,60,Yes,6,5,37.17454410743003,37
7,47,No,6,7,38.04589276498782,38
9,49,No,9,4,46.669069594697085,47
8,49,No,4,0,40.586253623264945,41
5,72,No,5,7,57.28856432259989,57
8,95,Yes,6,2,89.37705766760277,89
3,92,No,4,4,70.84795822950065,71
6,63,Yes,9,6,53.32828082264853,53
7,75,Yes,5,1,65.47186314240449,65
5,70,Yes,4,6,55.16250886594957,55
8,56,No,9,4,50.934397424726704,51
9,98,Yes,8,9,97.64844853500026,98
7,87,Yes,8,2,79.34450379200766,79
9,47,Yes,9,8,46.017851501957885,46
6,71,Yes,4,7,59.239076048068334,59
9,86,Yes,6,9,84.45975132405587,84
5,77,Yes,5,8,63.170325875402334,63
9,93,Yes,8,6,91.96517088428894,92
1,51,Yes,5,2,24.072138474504122,24
7,67,No,5,2,56.93148422816497,57
9,94,No,9,5,92.67775793695867,93
9,95,No,5,1,90.96000562367794,91
6,96,No,6,3,84.27722720665042,84
8,42,No,8,4,36.19587728841923,36
4,58,Yes,4,7,40.28315279155846,40
5,49,No,6,6,34.16256764748106,34
8,69,No,5,7,62.81696677689043,63
4,99,No,5,3,81.12342705446542,81
4,63,Yes,9,1,46.618018897180626,47
8,65,No,4,8,58.456384535440144,58
6,75,Yes,4,0,61.92709744429444,62
6,99,Yes,8,7,89.6885562353747,90
6,87,Yes,6,6,76.30213554311726,76
1,63,Yes,8,3,37.94477912410728,38
5,54,Yes,5,1,38.371768355059324,38
9,90,Yes,9,8,89.79277348019758,90
9,40,No,5,7,36.15516723706376,36
1,61,Yes,9,3,36.394956198744175,36
8,90,Yes,7,5,85.36634086211566,85
1,79,Yes,4,3,52.288242356395024,52
8,94,No,7,4,88.64677228150293,89
3,88,No,9,8,69.9978661760639,70
3,94,Yes,7,5,75.13431533027699,75
8,60,No,4,6,52.97083036604193,53
4,77,Yes,7,5,60.68877308670327,61
2,61,Yes,5,3,37.31089862881257,37
4,93,Yes,8,8,78.05650654965879,78
6,82,Yes,9,3,72.07751776444312,72
6,41,No,4,1,26.918161054840205,27
5,96,No,7,0,81.30945446060565,81
7,57,No,7,7,48.71232713587765,49
4,87,No,8,5,70.76127659287579,71
6,64,Yes,7,4,52.97841538668535,53
5,98,Yes,6,3,84.0463786946253,84
4,61,Yes,7,1,43.60953609978038,44
9,54,No,5,3,49.6165734907732,50
4,84,Yes,9,2,68.19419264693636,68
8,95,Yes,8,9,91.73356195148574,92
9,80,No,9,2,77.83228731405771,78
8,45,Yes,6,1,38.27826211856911,38
7,50,No,6,9,41.49540405167722,41
3,77,No,8,4,57.52251643856733,58
9,47,Yes,9,1,44.63378713276635,45
3,83,No,8,4,63.6306450866938,64
6,97,Yes,5,9,86.5893004432549,87
6,42,No,8,1,29.88106232557748,30
2,52,No,6,0,27.447824305312047,27
2,88,No,5,4,64.40127016197746,64
1,55,No,6,2,28.03651333255017,28
6,52,No,4,1,38.11639690973873,38
9,98,Yes,8,1,96.06666068449564,96
7,56,No,9,5,48.27129864658853,48
6,70,Yes,4,4,57.627884162774684,58
6,54,Yes,4,1,40.74637065716487,41
4,59,Yes,4,7,41.301174232912864,41
1,76,Yes,9,7,52.45617174431266,52
4,43,Yes,6,3,25.194377160681405,25
8,87,No,5,8,81.33907620258293,81
4,87,No,5,0,68.31399931427327,68
3,84,Yes,9,4,65.72881735011126,66
8,41,No,8,5,35.37557932837789,35
2,57,No,9,6,35.18293227199971,35
1,88,No,9,8,64.27622165716136,64
3,47,Yes,4,5,25.828647714582516,26
3,41,No,9,6,21.755411469780377,22
1,68,No,5,9,42.16863648200336,42
4,66,Yes,5,4,48.32037383580023,48
2,73,No,4,0,47.85383465906326,48
7,56,Yes,9,4,48.667506029992744,49
1,62,No,6,6,35.95355734728336,36
3,72,Yes,5,2,51.17223326184929,51
1,51,No,7,3,24.64837100579131,25
6,78,Yes,7,3,67.03299208433404,67
9,54,Yes,8,6,52.262334671466895,52
3,40,No,6,1,18.290112749823443,18
4,83,Yes,4,6,65.53596534410568,66
2,96,No,7,5,73.71560508881726,74
1,73,No,5,6,46.665573244836175,47
7,56,Yes,6,5,47.40656963926869,47
8,99,Yes,6,1,93.25141995170733,93
8,85,No,5,1,77.91896895068257,78
8,40,No,7,3,33.47589096705162,33
1,96,Yes,4,2,69.39688337810693,69
1,80,Yes,7,0,54.17175322584733,54
9,90,No,6,9,87.9379062247562,88
6,86,Yes,6,1,74.29549669519747,74
2,52,No,6,0,27.447824305312047,27
1,98,Yes,9,6,74.65491997279665,75
5,92,No,5,9,78.04444011231428,78
7,49,No,5,4,39.00254524641171,39
2,41,Yes,7,4,18.120633197728843,18
3,49,Yes,4,0,26.876073190725954,27
3,79,No,9,3,59.847055797308805,60
8,64,Yes,6,1,57.62066950430293,58
2,47,Yes,6,3,23.54481840719653,24
2,60,Yes,8,0,37.15836661555607,37
8,61,Yes,8,7,56.72538598280959,57
7,84,No,7,9,76.59435301507293,77
5,66,Yes,5,4,51.1811960952515,51
5,81,No,8,0,66.52535279763521,67
9,96,Yes,8,9,95.61240565229141,96
3,47,No,4,2,24.641546405925972,25
4,95,Yes,5,6,78.23844259770433,78
1,57,No,4,6,29.891010225819876,30
4,81,Yes,9,8,66.32646921075158,66
3,92,No,5,0,70.54328426159407,71
3,71,No,5,3,49.758004437090655,50
8,67,No,9,4,62.13263327962523,62
3,94,Yes,5,4,73.96415193427251,74
7,71,Yes,8,8,64.24250161821553,64
8,79,Yes,6,0,72.69326764330603,73
9,47,No,8,8,44.93770067989485,45
6,74,No,7,6,62.96014589813833,63
8,60,Yes,7,1,54.034803696231,54
1,86,Yes,6,1,59.991385397941166,60
3,73,No,9,9,54.92526803706078,55
6,55,No,4,6,42.15907864036735,42
9,43,No,7,9,40.577118438444565,41
9,73,Yes,6,5,70.43457866119621,70
9,85,No,8,7,83.42479197004943,83
8,50,Yes,5,6,43.87076677456084,44
2,52,No,8,4,29.21115814525578,29
2,64,No,5,4,39.968755569471575,40
6,57,No,7,5,45.456057913800244,45
2,89,Yes,4,0,64.73610858545118,65
9,69,No,9,9,68.01811582835069,68
7,85,Yes,9,7,78.78329827320991,79
9,93,Yes,4,4,89.62484409227994,90
6,48,Yes,8,1,36.583121838421256,37
9,89,No,7,6,86.81293429680827,87
8,80,No,5,1,72.8288617439105,73
8,92,Yes,5,5,86.42994383013306,86
3,64,No,9,9,45.76307506487108,46
8,79,No,8,5,74.06039409984555,74
2,42,No,6,1,17.46533337308101,17
3,43,Yes,6,7,23.12444882648245,23
5,71,No,4,4,55.19115247996054,55
7,73,Yes,5,9,65.01760811020029,65
6,66,No,5,8,54.23898141523775,54
9,93,Yes,4,4,89.62484409227994,90
2,78,Yes,5,3,54.61726313183757,55
5,77,Yes,4,5,62.09093547411738,62
6,57,No,8,4,45.74455438983288,46
1,75,No,7,6,49.67405604223642,50
9,60,Yes,9,7,59.05440675825215,59
2,69,No,9,0,46.21284868037419,46
6,73,Yes,9,6,63.50849523619265,64
8,47,No,5,8,40.61821854840644,41
5,67,No,8,9,54.05256395049111,54
7,55,No,5,3,44.9129504132251,45
1,87,No,8,2,61.585639370582776,62
8,75,No,7,6,69.69981185839526,70
5,52,Yes,5,1,36.3357254723505,36
7,75,No,6,7,66.55049312291135,67
8,64,No,6,8,58.41080300877716,58
7,92,No,8,3,84.03840361537547,84
3,56,Yes,4,8,35.58401113071144,36
3,97,Yes,7,2,77.59520921040101,78
1,69,Yes,8,6,44.646078216172974,45
5,97,No,7,2,82.72292286458622,83
5,82,No,8,3,68.13654468292884,68
8,76,No,6,0,69.04527245452547,69
4,42,Yes,7,2,24.464852195359626,24
5,76,No,9,3,62.51463599214808,63
5,57,Yes,4,5,41.73050664702915,42
7,72,Yes,8,6,64.86507609694377,65
6,54,Yes,5,6,42.22120802107596,42
3,94,No,9,4,75.31510089893806,75
8,71,Yes,5,9,65.84238748694273,66
8,58,Yes,9,1,52.97120072821361,53
1,95,Yes,8,1,70.1260182848223,70
3,59,No,7,7,39.30508098078143,39
9,92,No,7,6,89.8669986208715,90
5,50,No,9,7,36.83697244218569,37
8,95,Yes,4,6,89.19551167816365,89
2,50,No,6,2,25.80722838522938,26
9,83,Yes,6,3,80.21934611211418,80
9,55,Yes,6,1,51.3192987915645,51
2,94,Yes,5,0,70.31243574956892,70
1,66,Yes,8,0,40.40567300423128,40
9,55,Yes,7,4,52.39868919284944,52
6,98,Yes,6,4,87.10492443538965,87
6,98,No,7,7,87.59038397195727,88
2,99,No,4,9,76.10190346609565,76
7,91,No,7,0,81.94099177273611,82
2,85,No,8,6,63.20131267257752,63
6,73,No,9,3,62.3213939275361,62
9,53,Yes,6,9,50.86504375936028,51
1,59,Yes,5,4,32.61175696796557,33
3,80,No,4,1,58.03853048930848,58
2,77,No,7,8,54.96636814702267,55
8,42,Yes,6,8,36.60826216369741,37
3,80,No,4,2,58.236253970621554,58
5,93,Yes,8,6,80.52188184648392,81
1,74,Yes,7,0,48.063624577720866,48
6,68,No,5,5,55.68185385400735,56
5,56,Yes,4,2,40.11931476173552,40
5,54,No,6,3,38.65950441031388,39
9,60,No,5,4,55.922425620212756,56
2,90,No,9,0,67.59129894881684,68
2,67,Yes,6,9,45.09158812216322,45
3,60,Yes,5,1,38.75825248428327,39
9,99,No,8,0,96.29302777981965,96
4,91,No,9,9,76.11047624089144,76
4,78,Yes,7,3,61.311347565431525,61
6,81,Yes,4,7,69.41929046161246,69
5,75,No,7,6,61.11734508004147,61
3,65,No,5,0,43.056705345024945,43
9,65,No,5,1,60.41936238304559,60
3,63,Yes,4,9,42.9078847015054,43
3,51,Yes,4,1,29.109839554747857,29
2,47,No,9,1,24.014100451890208,24
7,93,Yes,6,1,84.28246904412961,84
4,48,No,7,4,30.374496941394945,30
3,87,Yes,8,3,68.09893823551567,68
2,63,No,4,3,38.26679068945838,38
9,55,Yes,6,3,51.71474575419065,52
7,49,Yes,6,5,40.2804195497878,40
2,44,No,9,5,21.75093005307928,22
7,54,Yes,5,3,44.488859836588,44
8,59,Yes,5,7,53.23068322806362,53
2,41,Yes,8,3,18.409129673761484,18
6,55,Yes,9,2,44.39321536656093,44
9,73,No,6,1,69.04975387122659,69
6,63,Yes,4,8,51.292627998546116,51
1,67,Yes,4,7,40.86287898539437,41
